timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB], temperature.gpu
2022/11/10 16:36:38.605, 62.00 W, 100 %, 85 %, 15360 MiB, 4800 MiB, 10109 MiB, 60
2022/11/10 16:36:39.111, 66.68 W, 100 %, 84 %, 15360 MiB, 4800 MiB, 10109 MiB, 60
2022/11/10 16:36:39.621, 65.56 W, 100 %, 85 %, 15360 MiB, 4800 MiB, 10109 MiB, 60
2022/11/10 16:36:40.129, 65.79 W, 100 %, 87 %, 15360 MiB, 4800 MiB, 10109 MiB, 60
2022/11/10 16:36:40.637, 72.63 W, 100 %, 85 %, 15360 MiB, 4800 MiB, 10109 MiB, 60
2022/11/10 16:36:41.146, 69.19 W, 100 %, 85 %, 15360 MiB, 4800 MiB, 10109 MiB, 60
2022/11/10 16:36:41.654, 73.81 W, 100 %, 82 %, 15360 MiB, 4800 MiB, 10109 MiB, 60
2022/11/10 16:36:42.162, 74.20 W, 100 %, 85 %, 15360 MiB, 4800 MiB, 10109 MiB, 60
2022/11/10 16:36:42.670, 74.20 W, 100 %, 85 %, 15360 MiB, 4800 MiB, 10109 MiB, 60
2022/11/10 16:36:43.178, 63.24 W, 100 %, 84 %, 15360 MiB, 4800 MiB, 10109 MiB, 60
2022/11/10 16:36:43.688, 70.18 W, 100 %, 84 %, 15360 MiB, 4800 MiB, 10109 MiB, 60
2022/11/10 16:36:44.193, 74.30 W, 100 %, 83 %, 15360 MiB, 4800 MiB, 10109 MiB, 60
2022/11/10 16:36:44.701, 51.08 W, 4 %, 0 %, 15360 MiB, 4800 MiB, 10109 MiB, 59
2022/11/10 16:36:45.205, 68.85 W, 94 %, 54 %, 15360 MiB, 4800 MiB, 10109 MiB, 60
2022/11/10 16:36:45.711, 68.84 W, 90 %, 51 %, 15360 MiB, 4800 MiB, 10109 MiB, 60
2022/11/10 16:36:46.222, 69.97 W, 90 %, 51 %, 15360 MiB, 4800 MiB, 10109 MiB, 60
2022/11/10 16:36:46.728, 73.27 W, 90 %, 51 %, 15360 MiB, 4800 MiB, 10109 MiB, 60
2022/11/10 16:36:47.277, 69.44 W, 95 %, 53 %, 15360 MiB, 4800 MiB, 10109 MiB, 60
2022/11/10 16:36:47.781, 65.01 W, 94 %, 52 %, 15360 MiB, 4800 MiB, 10109 MiB, 60
2022/11/10 16:36:48.293, 69.54 W, 97 %, 53 %, 15360 MiB, 4800 MiB, 10109 MiB, 60
2022/11/10 16:36:48.802, 68.75 W, 90 %, 51 %, 15360 MiB, 4800 MiB, 10109 MiB, 61
2022/11/10 16:36:49.309, 69.44 W, 97 %, 48 %, 15360 MiB, 4800 MiB, 10109 MiB, 61
2022/11/10 16:36:49.817, 69.00 W, 96 %, 51 %, 15360 MiB, 4800 MiB, 10109 MiB, 61
2022/11/10 16:36:50.321, 78.76 W, 97 %, 48 %, 15360 MiB, 4800 MiB, 10109 MiB, 61
2022/11/10 16:36:50.830, 70.17 W, 97 %, 48 %, 15360 MiB, 4800 MiB, 10109 MiB, 61
2022/11/10 16:36:51.335, 66.30 W, 90 %, 48 %, 15360 MiB, 4800 MiB, 10109 MiB, 61
2022/11/10 16:36:51.844, 68.75 W, 97 %, 49 %, 15360 MiB, 4800 MiB, 10109 MiB, 61
2022/11/10 16:36:52.353, 63.04 W, 100 %, 86 %, 15360 MiB, 4800 MiB, 10109 MiB, 61
2022/11/10 16:36:52.861, 73.03 W, 100 %, 87 %, 15360 MiB, 4800 MiB, 10109 MiB, 61
2022/11/10 16:36:53.409, 68.11 W, 100 %, 83 %, 15360 MiB, 4800 MiB, 10109 MiB, 61
2022/11/10 16:36:53.916, 66.28 W, 100 %, 86 %, 15360 MiB, 4800 MiB, 10109 MiB, 61
2022/11/10 16:36:54.425, 70.42 W, 100 %, 84 %, 15360 MiB, 4800 MiB, 10109 MiB, 61
2022/11/10 16:36:54.933, 79.35 W, 100 %, 84 %, 15360 MiB, 4800 MiB, 10109 MiB, 61
2022/11/10 16:36:55.439, 72.29 W, 100 %, 86 %, 15360 MiB, 4800 MiB, 10109 MiB, 61
2022/11/10 16:36:55.950, 70.62 W, 100 %, 83 %, 15360 MiB, 4800 MiB, 10109 MiB, 61
2022/11/10 16:36:56.457, 66.18 W, 100 %, 84 %, 15360 MiB, 4800 MiB, 10109 MiB, 61
2022/11/10 16:36:56.965, 68.11 W, 100 %, 81 %, 15360 MiB, 4800 MiB, 10109 MiB, 61
2022/11/10 16:36:57.474, 67.32 W, 100 %, 85 %, 15360 MiB, 4800 MiB, 10109 MiB, 61
2022/11/10 16:36:57.981, 68.31 W, 100 %, 84 %, 15360 MiB, 4800 MiB, 10109 MiB, 61
2022/11/10 16:36:58.497, 72.58 W, 100 %, 83 %, 15360 MiB, 4800 MiB, 10109 MiB, 61
2022/11/10 16:36:59.003, 34.97 W, 100 %, 83 %, 15360 MiB, 4800 MiB, 10109 MiB, 60
2022/11/10 16:36:59.506, 66.99 W, 7 %, 6 %, 15360 MiB, 4800 MiB, 10109 MiB, 61
2022/11/10 16:37:00.012, 61.61 W, 97 %, 48 %, 15360 MiB, 4800 MiB, 10109 MiB, 61
2022/11/10 16:37:00.520, 70.18 W, 93 %, 48 %, 15360 MiB, 4800 MiB, 10109 MiB, 61
2022/11/10 16:37:01.026, 83.85 W, 96 %, 48 %, 15360 MiB, 4800 MiB, 10109 MiB, 61
2022/11/10 16:37:01.542, 71.60 W, 90 %, 50 %, 15360 MiB, 4800 MiB, 10109 MiB, 61
2022/11/10 16:37:02.048, 66.73 W, 90 %, 48 %, 15360 MiB, 4800 MiB, 10109 MiB, 61
2022/11/10 16:37:02.552, 69.29 W, 94 %, 53 %, 15360 MiB, 4800 MiB, 10109 MiB, 61
2022/11/10 16:37:03.057, 69.58 W, 94 %, 53 %, 15360 MiB, 4800 MiB, 10109 MiB, 62
2022/11/10 16:37:03.564, 69.44 W, 90 %, 51 %, 15360 MiB, 4800 MiB, 10109 MiB, 61
2022/11/10 16:37:04.072, 70.13 W, 90 %, 51 %, 15360 MiB, 4800 MiB, 10109 MiB, 62
2022/11/10 16:37:04.591, 82.34 W, 98 %, 53 %, 15360 MiB, 4800 MiB, 10109 MiB, 62
2022/11/10 16:37:05.097, 70.13 W, 95 %, 53 %, 15360 MiB, 4800 MiB, 10109 MiB, 62
2022/11/10 16:37:05.602, 66.99 W, 96 %, 48 %, 15360 MiB, 4800 MiB, 10109 MiB, 62
2022/11/10 16:37:06.106, 66.93 W, 97 %, 54 %, 15360 MiB, 4800 MiB, 10109 MiB, 62
2022/11/10 16:37:06.611, 69.68 W, 97 %, 48 %, 15360 MiB, 4800 MiB, 10109 MiB, 62
2022/11/10 16:37:07.116, 67.32 W, 100 %, 90 %, 15360 MiB, 4800 MiB, 10109 MiB, 62
2022/11/10 16:37:07.630, 68.75 W, 100 %, 86 %, 15360 MiB, 4800 MiB, 10109 MiB, 62
2022/11/10 16:37:08.136, 62.78 W, 100 %, 84 %, 15360 MiB, 4800 MiB, 10109 MiB, 62
2022/11/10 16:37:08.641, 62.49 W, 100 %, 85 %, 15360 MiB, 4800 MiB, 10109 MiB, 62
2022/11/10 16:37:09.148, 66.93 W, 100 %, 85 %, 15360 MiB, 4800 MiB, 10109 MiB, 62
2022/11/10 16:37:09.657, 66.18 W, 100 %, 83 %, 15360 MiB, 4800 MiB, 10109 MiB, 62
2022/11/10 16:37:10.233, 65.99 W, 100 %, 86 %, 15360 MiB, 4800 MiB, 10109 MiB, 62
2022/11/10 16:37:10.738, 78.32 W, 100 %, 83 %, 15360 MiB, 4800 MiB, 10109 MiB, 62
2022/11/10 16:37:11.243, 72.24 W, 100 %, 84 %, 15360 MiB, 4800 MiB, 10109 MiB, 62
2022/11/10 16:37:11.750, 71.99 W, 100 %, 85 %, 15360 MiB, 4800 MiB, 10109 MiB, 62
2022/11/10 16:37:12.258, 67.81 W, 100 %, 84 %, 15360 MiB, 4800 MiB, 10109 MiB, 62
2022/11/10 16:37:12.789, 72.24 W, 100 %, 87 %, 15360 MiB, 4800 MiB, 10109 MiB, 62
2022/11/10 16:37:13.296, 71.30 W, 100 %, 81 %, 15360 MiB, 4800 MiB, 10109 MiB, 63
2022/11/10 16:37:13.801, 36.06 W, 30 %, 30 %, 15360 MiB, 4800 MiB, 10109 MiB, 62
2022/11/10 16:37:14.304, 69.54 W, 59 %, 40 %, 15360 MiB, 4800 MiB, 10109 MiB, 63
2022/11/10 16:37:14.809, 72.88 W, 90 %, 52 %, 15360 MiB, 4800 MiB, 10109 MiB, 63
2022/11/10 16:37:15.319, 71.95 W, 94 %, 53 %, 15360 MiB, 4800 MiB, 10109 MiB, 63
2022/11/10 16:37:15.825, 74.10 W, 94 %, 53 %, 15360 MiB, 4800 MiB, 10109 MiB, 63
2022/11/10 16:37:16.333, 70.17 W, 93 %, 52 %, 15360 MiB, 4800 MiB, 10109 MiB, 63
2022/11/10 16:37:16.844, 68.36 W, 91 %, 51 %, 15360 MiB, 4800 MiB, 10109 MiB, 63
2022/11/10 16:37:17.351, 75.23 W, 97 %, 51 %, 15360 MiB, 4800 MiB, 10109 MiB, 63
2022/11/10 16:37:17.860, 68.50 W, 96 %, 54 %, 15360 MiB, 4800 MiB, 10109 MiB, 63
2022/11/10 16:37:18.368, 65.60 W, 97 %, 48 %, 15360 MiB, 4800 MiB, 10109 MiB, 63
2022/11/10 16:37:18.875, 67.28 W, 97 %, 51 %, 15360 MiB, 4800 MiB, 10109 MiB, 63
2022/11/10 16:37:19.383, 69.33 W, 92 %, 46 %, 15360 MiB, 4800 MiB, 10109 MiB, 63
2022/11/10 16:37:19.887, 71.26 W, 97 %, 47 %, 15360 MiB, 4800 MiB, 10109 MiB, 63
2022/11/10 16:37:20.397, 70.92 W, 92 %, 49 %, 15360 MiB, 4800 MiB, 10109 MiB, 64
