timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB], temperature.gpu
2022/11/10 18:05:01.228, 86.97 W, 10 %, 8 %, 15360 MiB, 8506 MiB, 6403 MiB, 60
2022/11/10 18:05:01.734, 70.91 W, 99 %, 68 %, 15360 MiB, 8506 MiB, 6403 MiB, 60
2022/11/10 18:05:02.239, 68.85 W, 99 %, 64 %, 15360 MiB, 8506 MiB, 6403 MiB, 60
2022/11/10 18:05:02.745, 70.72 W, 100 %, 68 %, 15360 MiB, 8506 MiB, 6403 MiB, 60
2022/11/10 18:05:03.251, 69.39 W, 100 %, 53 %, 15360 MiB, 8506 MiB, 6403 MiB, 60
2022/11/10 18:05:03.759, 83.80 W, 0 %, 0 %, 15360 MiB, 8506 MiB, 6403 MiB, 60
2022/11/10 18:05:04.266, 69.78 W, 99 %, 68 %, 15360 MiB, 8506 MiB, 6403 MiB, 60
2022/11/10 18:05:04.772, 70.32 W, 97 %, 61 %, 15360 MiB, 8506 MiB, 6403 MiB, 60
2022/11/10 18:05:05.278, 71.40 W, 100 %, 67 %, 15360 MiB, 8506 MiB, 6403 MiB, 60
2022/11/10 18:05:05.786, 84.58 W, 100 %, 58 %, 15360 MiB, 8506 MiB, 6403 MiB, 60
2022/11/10 18:05:06.294, 36.23 W, 0 %, 0 %, 15360 MiB, 8506 MiB, 6403 MiB, 59
2022/11/10 18:05:06.798, 68.11 W, 99 %, 69 %, 15360 MiB, 8506 MiB, 6403 MiB, 60
2022/11/10 18:05:07.302, 70.42 W, 99 %, 64 %, 15360 MiB, 8506 MiB, 6403 MiB, 60
2022/11/10 18:05:07.811, 71.01 W, 100 %, 68 %, 15360 MiB, 8506 MiB, 6403 MiB, 60
2022/11/10 18:05:08.320, 63.73 W, 100 %, 49 %, 15360 MiB, 8506 MiB, 6403 MiB, 61
2022/11/10 18:05:08.828, 36.43 W, 3 %, 0 %, 15360 MiB, 8506 MiB, 6403 MiB, 59
2022/11/10 18:05:09.331, 71.21 W, 99 %, 67 %, 15360 MiB, 8506 MiB, 6403 MiB, 60
2022/11/10 18:05:09.840, 66.30 W, 97 %, 63 %, 15360 MiB, 8506 MiB, 6403 MiB, 60
2022/11/10 18:05:10.348, 71.30 W, 100 %, 68 %, 15360 MiB, 8506 MiB, 6403 MiB, 61
2022/11/10 18:05:10.854, 67.52 W, 100 %, 64 %, 15360 MiB, 8506 MiB, 6403 MiB, 61
2022/11/10 18:05:11.362, 36.53 W, 0 %, 0 %, 15360 MiB, 8506 MiB, 6403 MiB, 59
2022/11/10 18:05:11.865, 72.54 W, 96 %, 65 %, 15360 MiB, 8506 MiB, 6403 MiB, 61
2022/11/10 18:05:12.370, 60.27 W, 97 %, 61 %, 15360 MiB, 8506 MiB, 6403 MiB, 61
2022/11/10 18:05:12.874, 73.42 W, 99 %, 67 %, 15360 MiB, 8506 MiB, 6403 MiB, 61
2022/11/10 18:05:13.417, 68.70 W, 100 %, 59 %, 15360 MiB, 8506 MiB, 6403 MiB, 61
